Громов Е. М.	математика	;расширенное нелинейное уравнение Шредингера;солитон;пространственное вынужденное рассеяние Рамана;неоднородность;линейная дисперсия второго порядка;кубичная нелинейность;аналитическое исследование;численный эксперимент;	Новизна: Результаты исследования новые и могут иметь приложение для разработки новых поколений оптоволоконных линий связи на базе коротких оптических солитонов.
Подчищаева О. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;пространственное вынужденное рассеяние Рамана;неоднородность;линейная дисперсия второго порядка;кубичная нелинейность;аналитическое исследование;численный эксперимент;	Новизна: Результаты исследования новые и могут иметь приложение для разработки новых поколений оптоволоконных линий связи на базе коротких оптических солитонов.
Тютин В. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;пространственное вынужденное рассеяние Рамана;неоднородность;линейная дисперсия второго порядка;кубичная нелинейность;аналитическое исследование;численный эксперимент;	Новизна: Результаты исследования новые и могут иметь приложение для разработки новых поколений оптоволоконных линий связи на базе коротких оптических солитонов.
Абросимова Е. Б.	менеджмент	;склад;инновационная система складирования;нестандартное стеллажное оборудование;	Рассматриваются вопросы удовлетворения потребностей оптовых, торговых, производственных компаний в нестандартном складском стеллажном оборудовании, предлагаются инновационный метод разработки такого оборудования, а также система, реализованная на основе трансферта технологий.
Седельникова И. М.	менеджмент	;склад;инновационная система складирования;нестандартное стеллажное оборудование;	Рассматриваются вопросы удовлетворения потребностей оптовых, торговых, производственных компаний в нестандартном складском стеллажном оборудовании, предлагаются инновационный метод разработки такого оборудования, а также система, реализованная на основе трансферта технологий.
Абросимова Е. Б.	экономика	;стейкхолдеры;системный анализ;стратегический анализ;	В статье представлен системный анализ стейкхолдеров и их интересов на основе использования в определённой последовательности набора взаимосвязанных инструментов. Методика была апробирована на практике для решения проблемы неэффективной логистики компании «Лира».
Седельникова И. М.	экономика	;стейкхолдеры;системный анализ;стратегический анализ;	В статье представлен системный анализ стейкхолдеров и их интересов на основе использования в определённой последовательности набора взаимосвязанных инструментов. Методика была апробирована на практике для решения проблемы неэффективной логистики компании «Лира».
Абросимова Е. Б.	экономика	;стейкхолдеры;системный анализ;стратегический анализ;	В статье представлен системный анализ стейкхолдеров и их интересов на основе использования в определённой последовательности набора взаимосвязанных инструментов. Методика была апробирована на практике для решения проблемы неэффективной логистики компании «Лира».
Абросимова Е. Б.	менеджмент	;деловой этикет;деловое общение;устное общение;дарение подарков;служебный этикет;зарубежный деловой этикет;	Книга для предпринимателей, руководителей и персонала компаний. Знакомит читателей с правилами делового этикета, некоторыми аспектами служебного этикета и особенностями общения с зарубежными партнерами .
Соболев В. И.	менеджмент	;деловой этикет;деловое общение;устное общение;дарение подарков;служебный этикет;зарубежный деловой этикет;	Книга для предпринимателей, руководителей и персонала компаний. Знакомит читателей с правилами делового этикета, некоторыми аспектами служебного этикета и особенностями общения с зарубежными партнерами .
Асеева Н. В.	экономика	;Президентская программа в НИУ ВШЭ - Нижний Новгород;	В сборнике представлены статьи по наиболее актуальным вопросам развития различных отраслей экономики, подготовленные участниками Международной научно-практической конференции, состоявшейся в НИУ ВШЭ - Нижний Новгород 29 ноября 2012 г.
Бляхман Л. Г.	экономика	;Президентская программа в НИУ ВШЭ - Нижний Новгород;	В сборнике представлены статьи по наиболее актуальным вопросам развития различных отраслей экономики, подготовленные участниками Международной научно-практической конференции, состоявшейся в НИУ ВШЭ - Нижний Новгород 29 ноября 2012 г.
Логвинова К. В.	экономика	;Президентская программа в НИУ ВШЭ - Нижний Новгород;	В сборнике представлены статьи по наиболее актуальным вопросам развития различных отраслей экономики, подготовленные участниками Международной научно-практической конференции, состоявшейся в НИУ ВШЭ - Нижний Новгород 29 ноября 2012 г.
Тютин В. В.	экономика	;Президентская программа в НИУ ВШЭ - Нижний Новгород;	В сборнике представлены статьи по наиболее актуальным вопросам развития различных отраслей экономики, подготовленные участниками Международной научно-практической конференции, состоявшейся в НИУ ВШЭ - Нижний Новгород 29 ноября 2012 г.
Асеева Н. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Цель работы: Рассмотрена динамика солитонов в рамках расширенного нелинейного уравнения Шредингера. Учтено как индуцированное рассеяние высокочастотных волн на затухающих низкочастотных волнах, так и неоднородность линейной дисперсии второго порядка.
Бляхман Л. Г.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Цель работы: Рассмотрена динамика солитонов в рамках расширенного нелинейного уравнения Шредингера. Учтено как индуцированное рассеяние высокочастотных волн на затухающих низкочастотных волнах, так и неоднородность линейной дисперсии второго порядка.
Логвинова К. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Цель работы: Рассмотрена динамика солитонов в рамках расширенного нелинейного уравнения Шредингера. Учтено как индуцированное рассеяние высокочастотных волн на затухающих низкочастотных волнах, так и неоднородность линейной дисперсии второго порядка.
Тютин В. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Цель работы: Рассмотрена динамика солитонов в рамках расширенного нелинейного уравнения Шредингера. Учтено как индуцированное рассеяние высокочастотных волн на затухающих низкочастотных волнах, так и неоднородность линейной дисперсии второго порядка.
Асеева Н. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Научный подход: Исследование проведено как численно, так и аналитически.
Бляхман Л. Г.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Научный подход: Исследование проведено как численно, так и аналитически.
Логвинова К. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Научный подход: Исследование проведено как численно, так и аналитически.
Тютин В. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Научный подход: Исследование проведено как численно, так и аналитически.
Асеева Н. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Результат: Показано, что смещение пространственного спектра солитона в длинноволновую область, обусловленного индуцированным рассеянием, компенсируется убывающей дисперсией, смещающей спектр солитона в коротковолновую область. Аналитически в рамках расширенного неоднородного нелинейного уравнения Шредингера найден новый класс стационарных нелинейных локализованных решений (солитонов), возникающих в результате баланса индуцированного рассеяния и убывающей дисперсии. Найден режим динамического равновесия индуцированного рассеяния и неоднородности дисперсии среды, при котором параметры солитона меняются во времени периодически. Для данного режима аналитические результаты согласуются с результатами численного счета.
Бляхман Л. Г.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Результат: Показано, что смещение пространственного спектра солитона в длинноволновую область, обусловленного индуцированным рассеянием, компенсируется убывающей дисперсией, смещающей спектр солитона в коротковолновую область. Аналитически в рамках расширенного неоднородного нелинейного уравнения Шредингера найден новый класс стационарных нелинейных локализованных решений (солитонов), возникающих в результате баланса индуцированного рассеяния и убывающей дисперсии. Найден режим динамического равновесия индуцированного рассеяния и неоднородности дисперсии среды, при котором параметры солитона меняются во времени периодически. Для данного режима аналитические результаты согласуются с результатами численного счета.
Логвинова К. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Результат: Показано, что смещение пространственного спектра солитона в длинноволновую область, обусловленного индуцированным рассеянием, компенсируется убывающей дисперсией, смещающей спектр солитона в коротковолновую область. Аналитически в рамках расширенного неоднородного нелинейного уравнения Шредингера найден новый класс стационарных нелинейных локализованных решений (солитонов), возникающих в результате баланса индуцированного рассеяния и убывающей дисперсии. Найден режим динамического равновесия индуцированного рассеяния и неоднородности дисперсии среды, при котором параметры солитона меняются во времени периодически. Для данного режима аналитические результаты согласуются с результатами численного счета.
Тютин В. В.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Результат: Показано, что смещение пространственного спектра солитона в длинноволновую область, обусловленного индуцированным рассеянием, компенсируется убывающей дисперсией, смещающей спектр солитона в коротковолновую область. Аналитически в рамках расширенного неоднородного нелинейного уравнения Шредингера найден новый класс стационарных нелинейных локализованных решений (солитонов), возникающих в результате баланса индуцированного рассеяния и убывающей дисперсии. Найден режим динамического равновесия индуцированного рассеяния и неоднородности дисперсии среды, при котором параметры солитона меняются во времени периодически. Для данного режима аналитические результаты согласуются с результатами численного счета.
Gromov E.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Новизна: Результаты исследования новые и могут иметь приложение для разработки новых поколений оптических волоконных линий связи на базе коротких оптических солитонов.
Tyutin V. V.	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Новизна: Результаты исследования новые и могут иметь приложение для разработки новых поколений оптических волоконных линий связи на базе коротких оптических солитонов.
Aseeva N..	математика	;расширенное нелинейное уравнение Шредингера;солитон;индуцированное рассеяние;затухающие низкочастотные волны;неоднородность;дисперсия второго порядка;аналитическое исследование;численное моделирование;	Новизна: Результаты исследования новые и могут иметь приложение для разработки новых поколений оптических волоконных линий связи на базе коротких оптических солитонов.
Aseeva N.	математика	;Coupled nonlinear Schrodinger equations;dispersion;nonlinear dispersion;short vector soliton;crossed nonlinear phase modulation;crossed nonlinear dispersion;	Исследовано взаимодействие однокомпонентных векторных солитонов огибающей функции различной поляризации в анизотропных средах в рамках системы двух связанных нелинейных уравнений Шрёдингера третьего порядка, учитывающих линейную дисперсию третьего порядка, нелинейную дисперсию, перекрёстную нелинейную фазовую модуляцию и перекрёстную нелинейную дисперсию. Найдены режимы взаимного отражения, прохождения и асимптотического сближения солитонов. Показано, что характер взаимодействия таких солитонов определяется начальным соотношением как их амплитуд, так и фаз. Обсуждаются стационарные взаимные положения взаимодействующих солитонов и их связанные, так называемые бризерные, состояния. Исследована роль кубичной нелинейности, перекрёстной кубичной нелинейности и перекрёстной нелинейной дисперсии при взаимодействии солитонов.
Gromov E.	математика	;Coupled nonlinear Schrodinger equations;dispersion;nonlinear dispersion;short vector soliton;crossed nonlinear phase modulation;crossed nonlinear dispersion;	Исследовано взаимодействие однокомпонентных векторных солитонов огибающей функции различной поляризации в анизотропных средах в рамках системы двух связанных нелинейных уравнений Шрёдингера третьего порядка, учитывающих линейную дисперсию третьего порядка, нелинейную дисперсию, перекрёстную нелинейную фазовую модуляцию и перекрёстную нелинейную дисперсию. Найдены режимы взаимного отражения, прохождения и асимптотического сближения солитонов. Показано, что характер взаимодействия таких солитонов определяется начальным соотношением как их амплитуд, так и фаз. Обсуждаются стационарные взаимные положения взаимодействующих солитонов и их связанные, так называемые бризерные, состояния. Исследована роль кубичной нелинейности, перекрёстной кубичной нелинейности и перекрёстной нелинейной дисперсии при взаимодействии солитонов.
Tyutin V. V..	математика	;Coupled nonlinear Schrodinger equations;dispersion;nonlinear dispersion;short vector soliton;crossed nonlinear phase modulation;crossed nonlinear dispersion;	Исследовано взаимодействие однокомпонентных векторных солитонов огибающей функции различной поляризации в анизотропных средах в рамках системы двух связанных нелинейных уравнений Шрёдингера третьего порядка, учитывающих линейную дисперсию третьего порядка, нелинейную дисперсию, перекрёстную нелинейную фазовую модуляцию и перекрёстную нелинейную дисперсию. Найдены режимы взаимного отражения, прохождения и асимптотического сближения солитонов. Показано, что характер взаимодействия таких солитонов определяется начальным соотношением как их амплитуд, так и фаз. Обсуждаются стационарные взаимные положения взаимодействующих солитонов и их связанные, так называемые бризерные, состояния. Исследована роль кубичной нелинейности, перекрёстной кубичной нелинейности и перекрёстной нелинейной дисперсии при взаимодействии солитонов.
Асеева Н. В.	инженерные науки	;adiabatic approximation;cross-phase modulation;cross-nonlinear dispersion;nonlinear dispersion;third-order linear dispersion;short vector solitons’ interaction;	Исследовано взаимодействие векторных солитонов огибающей в рамках системы двух связанных нелинейных уравнений Шредингера третьего порядка, учитывающих линейную дисперсию третьего порядка, нелинейную дисперсию, перекрестную нелинейную фазовую модуляцию и перекрестную нелинейную дисперсию. Показано, что характер взаимодействия таких солитонов определяется начальным соотношением как амплитуд, так и фаз солитонов. Исследована роль кубичной нелинейности, перекрестной кубичной нелинейности и перекрестной нелинейной дисперсии при взаимодействии солитонов. Определено условие взаимного отражения и прохождения солитонов друг через друга.
Громов Е. М.	инженерные науки	;adiabatic approximation;cross-phase modulation;cross-nonlinear dispersion;nonlinear dispersion;third-order linear dispersion;short vector solitons’ interaction;	Исследовано взаимодействие векторных солитонов огибающей в рамках системы двух связанных нелинейных уравнений Шредингера третьего порядка, учитывающих линейную дисперсию третьего порядка, нелинейную дисперсию, перекрестную нелинейную фазовую модуляцию и перекрестную нелинейную дисперсию. Показано, что характер взаимодействия таких солитонов определяется начальным соотношением как амплитуд, так и фаз солитонов. Исследована роль кубичной нелинейности, перекрестной кубичной нелинейности и перекрестной нелинейной дисперсии при взаимодействии солитонов. Определено условие взаимного отражения и прохождения солитонов друг через друга.
